,FIA_latin,SPCD,QUEBEC_NAME,COMMON_NAME,GENUS,SPECIES,MERGED,SILVICS,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,FIA_genus,Species,Aggregate.species,Data.set.1,Data.set.2,Evergreen,Gymnosperm,Shade.tolerance,Drought.tolerance,Waterlogging.tolerance,Niinemets_genus,ContinuumRank
368,thrinax radiata,914,,Florida thatch palm,Thrinax,radiata,0.5,NA,0.5,,,THRA2,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,thrinax,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
369,family arecaceae not listed above,915,,other palms,Family Arecaceae,not listed above,0.5,NA,0.5,,,ARECA,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,family arecaceae,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
370,sapindus saponaria,919,,western soapberry,Sapindus,saponaria,0.5,NA,0.5,drummondii,,SASAD,43,43,4,37,221,X,,,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,sapindus,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,
371,juniperus flaccida,60,,Drooping juniper,Juniperus,flaccida,0,NA,0,,,JUFL,48,48,2,20,161,,,,,X,,S,,,,,,E,,X,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,10,-0.7152,1.7029,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.35166,0.45,24,0.4,24,60,24,36.25,24,0.47,24,12,24,0.12798,0.92267,0.12506,juniperus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
372,juniperus ashei,61,,Ashe juniper,Juniperus,ashei,0,NA,0,,,JUAS,48,48,2,20,161,X,,,,X,,S,,,,,,E,,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.45,24,0.4,24,60,24,36.25,24,0.47,24,12,24,0.12798,0.92267,0.12506,juniperus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
373,morus microphylla,683,,Texas mulberry,Morus,microphylla,1,NA,1,,,MOMI,42,47,4,25,101,,,,,X,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,morus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
374,torreya spp.,250,,torreya (nutmeg) spp.,Torreya,spp.,1,NA,1,,,TORRE,9,24,2,18,220,,,X,,,,S,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.41,26,0.42,26,70.5,26,74.29,26,0.44,26,14.31,26,0.12667,0.914,0.11975,torreya,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
375,nyssa spp.,690,,tupelo spp.,Nyssa,spp.,1,NA,1,,,NYSSA,35,47,3,31,221,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,23,0.51,23,76.5,23,98,23,0.5,23,14,21,0.12766,0.91979,0.12152,nyssa,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,
376,amelanchier sanguinea,358,,roundleaf serviceberry,Amelanchier,sanguinea,0.5,NA,0.5,,,AMSA,43,48,4,37,221,X,X,,,,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.66,24,0.5,24,60,24,48,24,0.79,24,8.62,24,0.12766,0.91979,0.12152,amelanchier,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,
377,tsuga spp.,260,,hemlock spp.,Tsuga,spp.,1,NA,1,,,TSUGA,7,7,2,17,220,X,X,,,X,,S,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.62759,0.41,23,0.46,23,97.67,23,78.33,23,0.43,23,16.18,21,0.12667,0.914,0.11975,tsuga,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
378,sideroxylon lanuginosum,381,,"chittamwood, gum bumelia",Sideroxylon,lanuginosum,0.5,NA,0.5,,lanuginosum,SILAL3,43,43,4,25,151,X,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,sideroxylon,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
379,tsuga caroliniana,262,,Carolina hemlock,Tsuga,caroliniana,1,NA,1,,,TSCA2,7,7,2,17,66,,,,,X,,S,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.62759,0.41,24,0.46,24,97.67,24,78.33,24,0.43,24,16.18,24,0.12667,0.914,0.11975,tsuga,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
380,salix sepulcralis,929,,weeping willow,Salix,sepulcralis,0,NA,0,,,SASE10,41,47,3,25,123,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,salix,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
381,cladrastis kentukea,481,,yellowwood,Cladrastis,kentukea,0.5,NA,0.5,,,CLKE,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,cladrastis,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,
382,sorbus spp.,934,,mountain-ash spp.,Sorbus,spp.,0.5,NA,0.5,,,SORBU,43,47,4,37,221,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,sorbus,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
383,acacia spp.,300,,acacia spp.,Acacia,spp.,0.5,NA,0.5,,,ACACI,41,48,3,38,160,,,X,,,,H,,,,,,E,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,acacia,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
384,acacia farnesiana,303,,sweet acacia,Acacia,farnesiana,0.5,NA,0.5,,,ACFA,43,48,3,38,160,,,,,X,,H,,,,,,E,W,X,2,NA,NA,2/24/2005,333,NA,3/20/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,acacia,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
385,crataegus spp.,500,CRA,hawthorn spp.,Crataegus,spp.,1,NA,1,,,CRATA,43,47,4,29,101,X,X,X,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,9/29/2009,10497,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,
386,picea spp.,90,,spruce spp.,Picea,spp.,1,NA,1,,,PICEA,6,6,2,1,220,X,X,,,X,,S,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,5,-2.0773,2.3323,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.60817,0.36,23,0.44,23,80.6,23,59.2,23,0.39,23,12.56,31,0.14525,0.94804,0.13722,picea,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,
387,crataegus mollis,502,,downy hawthorn,Crataegus,mollis,1,NA,1,,,CRMO2,43,43,4,29,101,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,
388,pinus discolor,134,,border pinyon,Pinus,discolor,0,NA,0,,,PIDI3,23,23,1,38,162,,,,X,X,,S,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,8/10/2009,440,Y,10,-0.7152,1.7029,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.35166,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.12798,0.92267,0.12506,pinus,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
389,pinus arizonica,135,,Arizona pine,Pinus,arizonica,0,NA,0,,,PIAR5,11,11,1,10,26,,,,X,X,X,S,,,,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,8/10/2009,440,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.43374,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
390,crataegus chrysocarpa,505,,fireberry hawthorn,Crataegus,chrysocarpa,1,NA,1,,,CRCH,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,
391,taxodium spp.,220,,baldcypress spp.,Taxodium,spp.,0.5,NA,0.5,,,TAXOD,9,24,2,31,229,X,X,,,X,,S,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.42,23,0.5,23,99,23,95,23,0.46,23,20,21,0.12667,0.914,0.11975,taxodium,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
392,pinus washoensis,137,,Washoe pine,Pinus,washoensis,0,NA,0,,,PIWA,24,24,1,10,40,,,X,X,,,S,,,X,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,
393,crataegus monogyna,508,,oneseed hawthorn,Crataegus,monogyna,1,NA,1,,,CRMO3,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,
394,crataegus pedicellata,509,,scarlet hawthorn,Crataegus,pedicellata,1,NA,1,,,CRPE,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,
395,pinus spp.,100,,pine spp.,Pinus,spp.,0,NA,0,,,PINUS,9,24,1,20,220,X,X,X,,X,,S,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.43,23,0.4,23,68.38,23,76.13,23,0.47,23,16.13,21,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
396,eucalyptus globulus,511,,Tasmanian bluegum,Eucalyptus,globulus,0.25,0.25,0,,,EUGL,43,47,4,26,148,,,X,,,,H,,,,,,,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,eucalyptus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
397,ulmus serotina,976,,September elm,Ulmus,serotina,0.75,0.75,0.5,,,ULSE,41,41,3,36,101,X,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.54,24,0.43,24,91.08,24,66,24,0.59,24,14,24,0.12766,0.91979,0.12152,ulmus,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,
398,eucalyptus grandis,513,,grand eucalyptus,Eucalyptus,grandis,0,0,0,,,EUGR12,43,47,4,26,148,,,X,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,eucalyptus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
399,acer leucoderme,323,,chalk maple,Acer,leucoderme,1,NA,1,,,ACLE,31,31,4,36,97,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84103,0.47,24,0.53,24,90.57,24,70.29,24,0.52,24,10.88,24,0.12766,0.91979,0.12152,acer,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,
400,diospyros spp.,520,,persimmon spp.,Diospyros,spp.,1,NA,1,,,DIOSP,43,47,4,29,93,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.64,25,0.5,25,89,25,58,25,0.74,25,15,25,0.12766,0.91979,0.12152,diospyros,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,
401,cupressus spp.,50,,cypress,Cupressus,spp.,0.5,NA,0.5,,,CUPRE,24,24,2,10,12,,,X,,,,S,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.41,26,0.42,26,70.5,26,74.29,26,0.44,26,14.31,26,0.12667,0.914,0.11975,cupressus,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
402,diospyros texana,522,,Texas persimmon,Diospyros,texana,1,NA,1,,,DITE3,43,47,4,29,93,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.64,25,0.5,25,89,25,58,25,0.74,25,15,25,0.12766,0.91979,0.12152,diospyros,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
403,ehretia anacua,523,,Anacua knockaway,Ehretia,anacua,0.5,NA,0.5,,,EHAN,48,48,3,36,209,,,,,X,,H,,,,,,E,,X,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,ehretia,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
404,arbutus spp.,360,,madrone spp.,Arbutus,spp.,1,NA,1,,,ARBUT,43,47,4,37,221,,,X,,X,,H,,,,,,,W,,2,NA,NA,2/24/2005,333,NA,8/10/2009,440,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.58,25,0.6,25,60,25,66,25,0.65,25,15,25,0.12766,0.91979,0.12152,arbutus,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,
405,olneya tesota,990,,desert ironwood,Olneya,tesota,0.5,NA,0.5,,,OLTE,43,48,4,38,160,,,X,,,,H,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,olneya,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
406,tamarix spp.,991,,saltcedar,Tamarix,spp.,0.5,NA,0.5,,,TAMAR2,43,47,3,37,146,X,,X,,,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,tamarix,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
407,taxodium mucronatum,223,,Montezuma baldcypress,Taxodium,mucronatum,0.5,NA,0.5,,,TAMU,8,8,2,31,61,,,,,X,,S,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.95175,0.42,24,0.5,24,99,24,95,24,0.46,24,20,24,0.12667,0.914,0.11975,taxodium,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
408,taxus spp.,230,,yew spp.,Taxus,spp.,1,NA,1,,,TAXUS,9,24,2,18,220,X,,X,,,,S,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.6,23,0.59,23,98,23,47,23,0.67,23,4,21,0.12667,0.914,0.11975,taxus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
409,juniperus pinchotii,58,,Pinchot juniper,Juniperus,pinchotii,0,NA,0,,,JUPI,23,23,2,38,161,,,,X,X,,S,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.35166,0.45,24,0.4,24,60,24,36.25,24,0.47,24,12,24,0.12798,0.92267,0.12506,juniperus,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,
410,taxus floridana,232,,Florida yew,Taxus,floridana,1,NA,1,,,TAFL,9,24,2,18,39,,,,,X,,S,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.6,24,0.59,24,98,24,47,24,0.67,24,4,24,0.12667,0.914,0.11975,taxus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
411,morus spp.,680,,mulberry spp.,Morus,spp.,1,NA,1,,,MORUS,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/20/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,morus,NA,NA,NA,NA,NA,NA,NA,2.88,NA,NA,
412,abies spp.,10,,fir spp.,Abies,spp.,1,NA,1,,,ABIES,6,6,2,1,220,X,X,,,X,,S,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.60817,0.36,23,0.49,23,62.43,23,84,23,0.38,23,11.76,21,0.12667,0.914,0.11975,abies,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
413,acacia greggii,304,,catclaw acacia,Acacia,greggii,0.5,NA,0.5,,,ACGR,43,48,3,38,160,,,X,,X,,H,,,,,,E,W,X,2,NA,NA,2/24/2005,333,NA,3/20/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,acacia,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
414,amelanchier spp.,356,AME,serviceberry spp.,Amelanchier,spp.,0.5,NA,0.5,,,AMELA,43,48,4,37,221,X,X,,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.66,11,0.5,22,60.26,22,48.12121,9,0.79,11,8.6,21,0.12766,0.91979,0.12152,amelanchier,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
415,fraxinus texensis,549,,Texas ash,Fraxinus,texensis,0.5,NA,0.5,,,FRTE,36,47,3,29,221,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.51,24,0.46,24,86,24,61,24,0.55,24,16,24,0.12766,0.91979,0.12152,fraxinus,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,
416,betula x utahensis,378,,northwestern paper birch,Betula,x utahensis,0,NA,0,,,BEUT,47,47,3,28,99,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.51,24,0.58,24,54.8,24,73.8,24,0.58,24,10.98,24,0.11585,0.94181,0.1074,betula,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,
417,populus spp.,740,PEH,cottonwood and poplar spp.,Populus,spp.,0,0,0,,,POPUL,37,44,3,36,221,X,X,,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,23,0.46,23,87.67,23,106.33,23,0.39,23,18.44,21,0.09658,0.91882,0.08593,populus,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,
