,FIA_latin,SPCD,QUEBEC_NAME,COMMON_NAME,GENUS,SPECIES,MERGED,SILVICS,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,FIA_genus,Species,Aggregate.species,Data.set.1,Data.set.2,Evergreen,Gymnosperm,Shade.tolerance,Drought.tolerance,Waterlogging.tolerance,Niinemets_genus,ContinuumRank
219,gleditsia triacanthos,552,,honeylocust,Gleditsia,triacanthos,0.25,0.25,0.5,,,GLTR,42,47,4,27,101,X,X,,X,X,,H,,,,X,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.6,1,0.5,6,89.1,22,60.25,9,0.65,21,15,21,0.12766,0.91979,0.12152,gleditsia,Gleditsia triacanthos,N,North America,North America,N,N,1.61,4.98,2.69,gleditsia,
220,gordonia lasianthus,555,,loblolly-bay,Gordonia,lasianthus,0.75,0.75,0.5,,,GOLA,41,41,3,25,127,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,gordonia,Gordonia lasianthus,N,North America,North America,Y,N,3,2,4.07,gordonia,
221,ginkgo biloba,561,,"ginkgo, maidenhair tree",Ginkgo,biloba,0.5,NA,0.5,,,GIBI2,43,47,3,37,146,X,X,X,,X,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,ginkgo,Ginkgo biloba,N,East Asia,East Asia,N,Y,1.34,3.99,1.13,ginkgo,
222,halesia carolina,581,,Carolina silverbell,Halesia,carolina,0.75,0.75,1,,,HACA3,41,47,3,37,221,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,24,0.5,24,89,24,68,24,0.45,24,15,24,0.12766,0.91979,0.12152,halesia,Halesia carolina,N,North America,North America,N,N,3.11,2,3,halesia,
223,ilex opaca,591,,American holly,Ilex,opaca,1,1,1,,,ILOP,42,47,4,25,106,X,X,X,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.5,11,0.5,22,89.1,22,82.7,9,0.57,11,15,21,0.12766,0.91979,0.12152,ilex,Ilex opaca,N,North America,North America,Y,N,4.28,2.92,1.93,ilex,
224,juglans cinerea,601,NOC,butternut,Juglans,cinerea,0.25,0.25,0,,,JUCI,41,41,3,30,107,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.36,1,0.4,6,88.3,22,104.77778,5,0.38,1,15,21,0.12766,0.91979,0.12152,juglans,Juglans cinerea,N,North America,North America,N,N,1.88,2.38,1.27,juglans,7
225,juglans nigra,602,NON,black walnut,Juglans,nigra,0.25,0.25,0,,,JUNI,40,47,4,30,108,X,X,X,X,X,X,H,X,,,X,,E,W,,1.7,NA,NA,2/24/2005,333,NA,9/29/2009,10497,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.8722,0.51,1,0.33,3,89.39394,22,79.11765,5,0.55,1,15,21,0.12766,0.91979,0.12152,juglans,Juglans nigra,N,North America,North America,N,N,1.93,2.38,1.83,juglans,5
226,juglans major,606,,Arizona walnut,Juglans,major,0,NA,0,,,JUMA,43,47,4,37,221,,,X,X,X,,H,,,,X,,,W,,2,NA,NA,2/24/2005,333,NA,3/20/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.44,24,0.37,24,88.5,24,92,24,0.47,24,15,24,0.12766,0.91979,0.12152,juglans,Juglans major,N,North America,North America,N,N,1.35,4.95,1.77,juglans,
227,liquidambar styraciflua,611,,sweetgum,Liquidambar,styraciflua,0.25,0.25,0,,,LIST2,34,47,3,31,109,X,X,X,,X,X,H,X,X,,,X,E,W,,1.7,NA,NA,2/24/2005,333,NA,7/4/2010,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74856,0.46,1,0.42,5,90.78571,11,74.19565,5,0.52,1,15,36,0.12766,0.91979,0.12152,liquidambar,Liquidambar styraciflua,N,North America,North America,N,N,1.59,2.92,2.69,liquidambar,
228,liriodendron tulipifera,621,,yellow-poplar,Liriodendron,tulipifera,0.25,0.25,0,,,LITU,39,39,3,33,110,X,X,,,X,X,H,X,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.85175,0.4,1,0.38,5,123.52632,13,95,1,0.42,1,18,36,0.12766,0.91979,0.12152,liriodendron,Liriodendron tulipifera,N,North America,North America,N,N,2.07,2.6,1.3,liriodendron,
229,lithocarpus densiflorus,631,,tanoak,Lithocarpus,densiflorus,0.75,0.75,1,,,LIDE3,47,47,4,25,136,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,1,0.62,3,60.25806,22,79.60345,9,0.62,21,19,30,0.12766,0.91979,0.12152,lithocarpus,Lithocarpus densiflorus,N,North America,North America,Y,N,3.67,4,1,lithocarpus,
230,maclura pomifera,641,,Osage-orange,Maclura,pomifera,0.25,0.25,0,,,MAPO,43,43,4,29,101,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.76,11,0.6,22,60.25,22,30.73684,9,0.85,11,15,21,0.12766,0.91979,0.12152,maclura,Maclura pomifera,N,North America,North America,N,N,1.45,4.22,1.27,maclura,
231,magnolia acuminata,651,,cucumbertree,Magnolia,acuminata,0.5,0.5,0.5,,,MAAC,41,41,3,33,151,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.44,1,0.44,6,89.38636,22,78.47727,5,0.48,1,15,21,0.12766,0.91979,0.12152,magnolia,Magnolia acuminata,N,North America,North America,N,N,3.03,1.27,1.52,magnolia,
232,magnolia grandiflora,652,,southern magnolia,Magnolia,grandiflora,0.75,0.75,1,,,MAGR4,41,41,3,33,151,,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.46,1,0.44,6,89.38636,22,105.54348,5,0.5,1,15,21,0.12766,0.91979,0.12152,magnolia,Magnolia grandiflora,N,North America,North America,Y,N,4.5,2.88,1.41,magnolia,
233,magnolia virginiana,653,,sweetbay,Magnolia,virginiana,0.5,0.5,0.5,,,MAVI2,43,43,3,25,111,,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,11,0.44,22,103.95455,11,86.97619,22,0.46,11,15,21,0.12766,0.91979,0.12152,magnolia,Magnolia virginiana,N,North America,North America,N,N,3,1.5,3.65,magnolia,
234,magnolia macrophylla,654,,bigleaf magnolia,Magnolia,macrophylla,1,NA,1,,,MAMA2,43,43,4,33,151,,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.43,24,0.44,24,92.75,24,91.75,24,0.47,24,15,24,0.12766,0.91979,0.12152,magnolia,Magnolia macrophylla,N,North America,North America,N,N,3.11,1,1,magnolia,
235,magnolia fraseri,655,,mountain or Fraser magnolia,Magnolia,fraseri,0.5,0.5,0.5,,,MAFR,41,41,3,33,151,,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.4,11,0.44,22,89.38636,22,96.325,22,0.44,11,15,21,0.12766,0.91979,0.12152,magnolia,Magnolia fraseri,N,North America,North America,N,N,3.06,2,1,magnolia,
236,magnolia tripetala,658,,umbrella magnolia,Magnolia,tripetala,0.5,NA,0.5,,,MATR,41,47,3,33,151,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.43,24,0.44,24,92.75,24,91.75,24,0.47,24,15,24,0.12766,0.91979,0.12152,magnolia,Magnolia tripetala,N,North America,North America,N,N,3.06,2,1,magnolia,
237,malus angustifolia,662,,southern crab apple,Malus,angustifolia,0.5,NA,0.5,,,MAAN3,43,47,4,29,221,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,24,0.5,24,70,24,78,24,0.67,24,15,24,0.12766,0.91979,0.12152,malus,Malus angustifolia,N,North America,North America,N,N,1.5,2.5,1,malus,
238,morus alba,681,,white mulberry,Morus,alba,1,NA,1,,,MOAL,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,morus,Morus alba,N,East Asia,East Asia,N,N,1.35,2.88,1.27,morus,
239,morus rubra,682,,red mulberry,Morus,rubra,0.75,0.75,1,,,MORU2,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,morus,Morus rubra,N,North America,North America,N,N,2.34,2.88,1.57,morus,
240,nyssa aquatica,691,,water tupelo,Nyssa,aquatica,0.25,0.25,0,,,NYAQ2,35,35,3,31,112,X,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,1,0.58,3,82.36207,11,95.08696,16,0.5,1,14,21,0.12766,0.91979,0.12152,nyssa,Nyssa aquatica,N,North America,North America,N,N,3.47,1,5,nyssa,
241,nyssa ogeche,692,,Ogeechee tupelo,Nyssa,ogeche,0.25,0.25,0,,,NYOG,43,43,4,31,151,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.46,24,0.51,24,76.5,24,98,24,0.5,24,14,24,0.12766,0.91979,0.12152,nyssa,Nyssa ogeche,N,North America,North America,N,N,4,2,4.84,nyssa,
242,nyssa sylvatica,693,,blackgum,Nyssa,sylvatica,0.75,0.75,1,,,NYSY,35,35,3,31,113,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,1,0.44,5,71.18182,11,101,1,0.5,1,14,33,0.12766,0.91979,0.12152,nyssa,Nyssa sylvatica,N,North America,North America,N,N,3.52,2,1.87,nyssa,
243,nyssa biflora,694,,swamp tupelo,Nyssa,biflora,0.25,0.25,0,,,NYBI,35,35,3,31,114,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84108,0.46,24,0.51,24,76.5,24,98,24,0.5,24,14,24,0.12766,0.91979,0.12152,nyssa,Nyssa biflora,N,North America,North America,N,N,2,1,5,nyssa,
244,ostrya virginiana,701,OSW,eastern hophornbeam,Ostrya,virginiana,0.75,0.75,1,,,OSVI,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.63,11,0.5,22,89.1,22,52.61905,9,0.7,11,15,21,0.12766,0.91979,0.12152,ostrya,Ostrya virginiana,N,North America,North America,N,N,4.58,3.25,1.07,ostrya,9
245,oxydendrum arboreum,711,,sourwood,Oxydendrum,arboreum,0.75,0.75,1,,,OXAR,43,43,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.5,15,0.6,22,60.25,22,69.88,9,0.55,11,15,21,0.12766,0.91979,0.12152,oxydendrum,Oxydendrum arboreum,N,North America,North America,N,N,2.7,3,1.12,oxydendrum,
246,paulownia tomentosa,712,,"paulownia, empress-tree",Paulownia,tomentosa,0.25,0.25,0,,,PATO2,41,41,3,27,144,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,paulownia,Paulownia tomentosa,N,East Asia,East Asia,N,N,2,3,1,paulownia,
247,persea borbonia,721,,redbay,Persea,borbonia,0.75,0.75,1,,,PEBO,41,41,3,33,127,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,persea,Persea borbonia,N,North America,North America,Y,N,4,2,3.57,persea,
248,planera aquatica,722,,"water-elm, planertree",Planera,aquatica,0.5,NA,0.5,,,PLAQ,43,43,3,33,151,X,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,planera,Planera aquatica,N,North America,North America,N,N,4,2,4.89,planera,
249,platanus occidentalis,731,,American sycamore,Platanus,occidentalis,0.5,0.5,0.5,,,PLOC,41,47,3,36,116,X,X,X,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,9/29/2009,10497,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.46,1,0.6,5,84.3,14,81.15217,5,0.49,1,8,32,0.12766,0.91979,0.12152,platanus,Platanus occidentalis,N,North America,North America,N,N,2.86,2.25,2.71,platanus,
250,salix spp.,920,SAL,willow spp.,Salix,spp.,0,NA,0,,,SALIX,43,47,3,37,123,X,X,X,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.36,23,0.5,23,99,23,127,23,0.39,23,16,32,0.09658,0.91882,0.08593,salix,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
251,pinus leiophylla,118,,Chihuahua pine,Pinus,leiophylla,0.5,NA,0.5,,,PILE,24,24,1,10,40,,,,X,X,,S,,,,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,8/10/2009,440,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,
252,quercus ilicifolia,816,,scrub oak,Quercus,ilicifolia,0.5,NA,0.5,,,QUIL,43,43,4,29,89,,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
253,tree unknown,999,,Other or unknown live tree,Tree,unknown,0.5,NA,0.5,,,2TREE,43,47,3,37,221,X,X,X,,X,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,10/9/2009,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,tree,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
254,salix bonplandiana,924,,Bonpland willow,Salix,bonplandiana,0,NA,0,,,SABO,41,47,3,25,123,,,,,X,,H,,,,,,,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,salix,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
255,crataegus succulenta,5092,,fleshy hawthorn,Crataegus,succulenta,0.5,NA,0.5,,,CRSU5,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
256,salix pyrifolia,926,,balsam willow,Salix,pyrifolia,0,NA,0,,,SAPY,43,47,3,25,123,X,X,X,,,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,10/9/2009,440,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,salix,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,
257,fraxinus berlandieriana,5491,,Berlandier ash,Fraxinus,berlandieriana,0.5,NA,0.5,,,FRBE,36,36,3,33,221,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.51,24,0.46,24,86,24,61,24,0.55,24,16,24,0.12766,0.91979,0.12152,fraxinus,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,
258,prosopis spp.,755,,mesquite spp.,Prosopis,spp.,0,NA,0,,,PROSO,48,48,4,38,157,,,,,X,,H,,,,,,E,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,19,0.65,22,40.53846,22,21.21795,22,0.82,11,15,21,0.12798,0.92267,0.12506,prosopis,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,
259,prosopis glandulosa,756,,honey mesquite,Prosopis,glandulosa,0,NA,0,,,PRGL2,48,48,4,38,157,,,X,X,X,,H,,,,,,E,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,41,24,21,24,0.82,24,15,24,0.12798,0.92267,0.12506,prosopis,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,
260,prosopis velutina,757,,velvet mesquite,Prosopis,velutina,0,NA,0,,,PRVE,48,48,4,38,157,,,X,X,X,,H,,,,,,E,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,41,24,21,24,0.82,24,15,24,0.12798,0.92267,0.12506,prosopis,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
261,prosopis pubescens,758,,screwbean mesquite,Prosopis,pubescens,0,NA,0,,,PRPU,48,48,4,38,157,,,X,X,X,,H,,,,,,E,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,41,24,21,24,0.82,24,15,24,0.12798,0.92267,0.12506,prosopis,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
262,prunus spp.,760,,cherry and plum spp.,Prunus,spp.,0,NA,0,,,PRUNU,43,47,4,37,221,X,X,X,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,23,0.63,23,91,23,53,23,0.5,23,9.19,21,0.12766,0.91979,0.12152,prunus,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
263,prunus pensylvanica,761,PRP,pin cherry,Prunus,pensylvanica,0,0,0,,,PRPE2,43,43,3,25,154,X,X,,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,
264,sorbus decora,937,SOD,northern mountain-ash,Sorbus,decora,0.5,NA,0.5,,,SODE3,43,47,4,25,221,X,X,,,,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,sorbus,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
265,crataegus crus-galli,501,,cockspur hawthorn,Crataegus,crus-galli,1,NA,1,,,CRCR2,43,43,4,29,101,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,
266,tilia spp.,950,,basswood spp.,Tilia,spp.,0.75,0.75,1,,,TILIA,38,38,3,35,221,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.67171,0.32,23,0.48,23,90,23,105,23,0.37,23,10.53,21,0.12766,0.91979,0.12152,tilia,NA,NA,NA,NA,NA,NA,NA,2.88,NA,NA,
267,prunus nigra,765,,Canada plum,Prunus,nigra,0,NA,0,,,PRNI,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,
