"CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","COND_STATUS_CD","COND_NONSAMPLE_REASN_CD","RESERVCD","OWNCD","OWNGRPCD","FORINDCD","ADFORCD","FORTYPCD","FLDTYPCD","MAPDEN","STDAGE","STDSZCD","FLDSZCD","SITECLCD","SICOND","SIBASE","SISP","STDORGCD","STDORGSP","PROP_BASIS","CONDPROP_UNADJ","MICRPROP_UNADJ","SUBPPROP_UNADJ","MACRPROP_UNADJ","SLOPE","ASPECT","PHYSCLCD","GSSTKCD","ALSTKCD","DSTRBCD1","DSTRBYR1","DSTRBCD2","DSTRBYR2","DSTRBCD3","DSTRBYR3","TRTCD1","TRTYR1","TRTCD2","TRTYR2","TRTCD3","TRTYR3","PRESNFCD","BALIVE","FLDAGE","ALSTK","GSSTK","FORTYPCDCALC","HABTYPCD1","HABTYPCD1_PUB_CD","HABTYPCD1_DESCR_PUB_CD","HABTYPCD2","HABTYPCD2_PUB_CD","HABTYPCD2_DESCR_PUB_CD","MIXEDCONFCD","VOL_LOC_GRP","SITECLCDEST","SITETREE_TREE","SITECL_METHOD","CARBON_DOWN_DEAD","CARBON_LITTER","CARBON_SOIL_ORG","CARBON_STANDING_DEAD","CARBON_UNDERSTORY_AG","CARBON_UNDERSTORY_BG","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","SOIL_ROOTING_DEPTH_PNW","GROUND_LAND_CLASS_PNW","PLANT_STOCKABILITY_FACTOR_PNW","STND_COND_CD_PNWRS","STND_STRUC_CD_PNWRS","STUMP_CD_PNWRS","FIRE_SRS","GRAZING_SRS","HARVEST_TYPE1_SRS","HARVEST_TYPE2_SRS","HARVEST_TYPE3_SRS","LAND_USE_SRS","OPERABILITY_SRS","STAND_STRUCTURE_SRS","NF_COND_STATUS_CD","NF_COND_NONSAMPLE_REASN_CD","CANOPY_CVR_SAMPLE_METHOD_CD","LIVE_CANOPY_CVR_PCT","LIVE_MISSING_CANOPY_CVR_PCT","NBR_LIVE_STEMS","OWNSUBCD","INDUSTRIALCD_FIADB","RESERVCD_5","ADMIN_WITHDRAWN_CD","CHAINING_CD","LAND_COVER_CLASS_CD","AFFORESTATION_CD","PREV_AFFORESTATION_CD","DWM_FUELBED_TYPCD"
"9574576010661","9574575010661",1985,25,1,1,899,1,1,,1,32,30,,,999,,,0,,,6,,,,0,,"",1,1,1,,0,0,,5,5,,,,,,,,,,,,,,0,,,,,"","","","","","","","",,,,.308931,2.141211,44.190456,1.282942,.810948,.090105,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574578010661","9574577010661",1985,25,1,3,1,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,99.9535,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574625010661","9574624010661",1985,25,1,3,2,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,112.2109,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574647010661","9574646010661",1985,25,1,3,4,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,90.8105,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574688010661","9574687010661",1985,25,1,3,6,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,84.2665,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574716010661","9574715010661",1985,25,1,3,7,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,50.4361,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574736010661","9574735010661",1985,25,1,3,15,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,38.1364,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574759010661","9574758010661",1985,25,1,3,16,1,1,,0,31,30,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,145.717,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574806010661","9574805010661",1985,25,1,3,19,1,1,,0,31,30,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,83.2725,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574839010661","9574838010661",1985,25,1,3,23,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,50.1119,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574866010661","9574865010661",1985,25,1,3,27,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,39,5,5,,,,,,,,,,,,,,95.1254,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574897010661","9574896010661",1985,25,1,3,29,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,70.4758,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574915010661","9574914010661",1985,25,1,3,33,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,120.7588,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574950010661","9574949010661",1985,25,1,3,36,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,39,5,5,,,,,,,,,,,,,,104.37,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9574993010661","9574992010661",1985,25,1,3,38,1,1,,0,46,40,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,81.7243,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
"9575022010661","9575021010661",1985,25,1,3,39,1,1,,0,31,30,,,100,,,0,,,6,,50,,0,,"",1,1,1,,0,0,29,5,5,,,,,,,,,,,,,,73.3407,,,,,"","","","","","","","",,,,.268066,6.155982,34.851718,0,.842393,.093599,"",2003-09-26,"10661","",2009-10-28,"10661",3,0,"","",,,,"",,,,,,,,,,,,,,,,,,,,,,,""
